"United States","1991-2014",2012,"Local","VT","Vermont","2012-02-25",1,0,2,1,1,"White","Not Hispanic or Latino",2,"Simple Assault","2","Burlington","Ethnicity/Immigrant Status","Adult, Juvenile","Yes","Yes"

"United States","1991-2014",2011,"Federal","GU","Guam","2011-05-21",0,0,1,0,1,"Asian","Asian",1,"Aggravated Assault","1","Hagåtña","Sexual Orientation",,"No","Yes"

"United States","1991-2014",2010,"Local","AS","American Samoa","2010-08-26",1,0,1,1,0,"Black or African American","Black or African American",1,"Vandalism","1","Pago Pago","Disability",,"Yes","No"

"United States","1991-2014",2009,"State","VI","Virgin Islands","2009-03-21",0,1,1,0,1,"Hispanic or Latino","Hispanic or Latino",1,"Intimidation","1","Charlotte Amalie","Religion",,"No","Yes"

"United States","1991-2014",2008,"Federal","PR","Puerto Rico","2008-01-18",1,0,2,1,1,"White","Not Hispanic or Latino",2,"Simple Assault","2","San Juan","Ethnicity/Immigrant Status","Adult, Juvenile","Yes","Yes"

"United States","1991-2014",2007,"Local","MP","Northern Mariana Islands","2007-06-22",0,1,1,0,1,"Hispanic or Latino","Hispanic or Latino",1,"Intimidation","1","Saipan","Religion",,"No","Yes"

"United States","1991-2014",2006,"Federal","UM","United States Minor Outlying Islands","2006-09-15",1,0,1,1,0,"Black or African American","Black or African American",1,"Vandalism","1","Unincorporated place","Disability",,"Yes","No"

"United States","1991-2014",2005,"State","PW","Palau","2005-04-20",0,1,1,0,1,"Hispanic or Latino","Hispanic or Latino",1,"Intimidation","1","Ngerulmud","Religion",,"No","Yes"

"United States","1991-2014",2004,"Local","MH","Marshall Islands","2004-01-24",1,0,2,1,1,"White","Not Hispanic or Latino",2,"Simple Assault","2","Majuro","Ethnicity/Immigrant Status","Adult, Juvenile","Yes","Yes"

"United States","1991-2014",2003,"Federal","FM","Federated States of Micronesia","2003-08-22",0,1,1,0,1,"Hispanic or Latino","Hispanic or Latino",1,"Intimidation","1","Palikir","Religion",,"No","Yes"

"United States","1991-2014",2002,"Local","PW","Palau","2002-03-20",1,0,1,1,0,"Black or African American","Black or African American",1,"Vandalism","1","Ngerulmud","Disability",,"Yes","No"

"United States","1991-2014",2001,"State","GU","Guam","2001-09-21",0,1,1,0,1,"Hispanic or Latino","Hispanic or Latino",1,"Intimidation","1","Hagåtña","Religion",,"No","Yes"

"United States","1991-2014",2000,"Federal","AS","American Samoa","2000-04-24",1,0,2,1,1,"White","Not Hispanic or Latino",2,"Simple Assault","2","Pago Pago","Ethnicity/Immigrant Status","Adult, Juvenile","Yes","Yes"

"United States","1991-2014",1999,"Local","VI","Virgin Islands","1999-01-22",0,1,1,0,1,"Hispanic or Latino","Hispanic or Latino",1,"Intimidation","1","Charlotte Amalie","Religion",,"No","Yes"

"United States","1991-2014",1998,"Federal","PR","Puerto Rico","1998-06-20",1,0,1,1,0,"Black or African American","Black or African American",1,"Vandalism","1","San Juan","Disability",,"Yes","No"

"United States","1991-2014",1997,"State","MP","Northern Mariana Islands","1997-02-21",0,1,1,0,1,"Hispanic or Latino","Hispanic or Latino",1,"Intimidation","1","Saipan","Religion",,"No","Yes"

"United States","1991-2014",1996,"Local","UM","United States Minor Outlying Islands","1996-08-26",1,0,2,1,1,"White","Not Hispanic or Latino",2,"Simple Assault","2","Unincorporated place","Ethnicity/Immigrant Status","Adult, Juvenile","Yes","Yes"

"United States","1991-2014",1995,"Federal","PW","Palau","1995-03-22",0,1,1,0,1,"Hispanic or Latino","Hispanic or Latino",1,"Intimidation","1","Ngerulmud","Religion",,"No","Yes"

"United States","1991-2014",1994,"State","MH","Marshall Islands","1994-09-20",1,0,1,1,0,"Black or African American","Black or African American",1,"Vandalism","1","Majuro","Disability",,"Yes","No"

"United States","1991-2014",1993,"Local","FM","Federated States of Micronesia","1993-02-22",0,1,1,0,1,"Hispanic or Latino","Hispanic or Latino",1,"Intimidation","1","Palikir","Religion",,"No","Yes"

"United States","1991-2014",1992,"Federal","GU","Guam","1992-08-24",1,0,2,1,1,"White","Not Hispanic or Latino",2,"Simple Assault","2","Hagåtña","Ethnicity/Immigrant Status","Adult, Juvenile","Yes","Yes"

"United States","1991-2014",1991,"State","AS","American Samoa","1991-04-22",0,1,1,0,1,"Hispanic or Latino","Hispanic or Latino",1,"Intimidation","1","Pago Pago","Religion",,"No","Yes"
"1993","Local",NY,"New York","1993-05-15",1,0,1,1,0,"White","Hispanic","1","Simple Assault","1","Public Property","Anti-White Bias","Both","Yes","Yes"
"2009","Local",CA,"California","2009-02-27",0,1,1,0,1,"Asian","Asian","1","Intimidation","1","Street","Anti-Asian Bias","Juvenile","No","No"
"2011","State",TX,"Texas","2011-10-11",1,0,2,2,0,"Black","Black","2","Vandalism","1","Residential Area","Anti-Black Bias","Adult","No","No"
"1999","Federal",DC,"District of Columbia","1999-06-25",0,0,1,0,1,"White","Other","1","Intimidation","1","Public Property","Anti-Gay Bias","Both","Yes","Yes"
"2003","Local",FL,"Florida","2003-09-22",1,0,1,1,0,"Hispanic","Hispanic","1","Simple Assault","1","Residential Area","Anti-Hispanic Bias","Adult","Yes","Yes"
"2014","Local",IL,"Illinois","2014-03-01",0,1,1,0,1,"White","White","1","Intimidation","1","Public Property","Anti-White Bias","Juvenile","No","No"
"1991","State",GA,"Georgia","1991-08-02",1,0,2,1,1,"Black","Black","2","Simple Assault","1","Residential Area","Anti-Black Bias","Both","No","No"
"2007","Federal",AL,"Alabama","2007-05-20",1,0,1,1,0,"White","White","1","Vandalism","1","Public Property","Anti-White Bias","Adult","Yes","Yes"
"1998","Local",MI,"Michigan","1998-11-15",0,1,1,0,1,"Other","Other","1","Intimidation","1","Public Property","Anti-Other Bias","Juvenile","No","No"
"2005","Local",NJ,"New Jersey","2005-07-18",1,0,1,1,0,"Asian","Asian","1","Simple Assault","1","Residential Area","Anti-Asian Bias","Adult","Yes","Yes"
"2002","State",OK,"Oklahoma","2002-04-12",0,0,1,0,1,"Black","Black","1","Intimidation","1","Public Property","Anti-Black Bias","Both","Yes","Yes"
"2013","Local",AZ,"Arizona","2013-01-10",0,1,1,0,1,"Hispanic","Hispanic","1","Simple Assault","1","Public Property","Anti-Hispanic Bias","Juvenile","No","No"
"1996","Federal",MT,"Montana","1996-03-25",1,0,1,1,0,"White","White","1","Vandalism","1","Public Property","Anti-White Bias","Adult","Yes","Yes"
"2004","Local",NC,"North Carolina","2004-08-22",0,1,1,0,1,"Asian","Asian","1","Intimidation","1","Public Property","Anti-Asian Bias","Juvenile","No","No"
"2012","State",SC,"South Carolina","2012-10-05",1,0,2,2,0,"Black","Black","2","Simple Assault","1","Residential Area","Anti-Black Bias","Adult","No","No"
"1994","Local",MA,"Massachusetts","1994-12-18",0,0,1,0,1,"Hispanic","Hispanic","1","Intimidation","1","Public Property","Anti-Hispanic Bias","Both","Yes","Yes"
"2001","Federal",WV,"West Virginia","2001-06-15",1,0,1,1,0,"White","White","1","Vandalism","1","Public Property","Anti-White Bias","Adult","Yes","Yes"
"2006","Local",VT,"Vermont","2006-02-20",0,1,1,0,1,"Other","Other","1","Intimidation","1","Public Property","Anti-Other Bias","Juvenile","No","No"
"2010","State",KY,"Kentucky","2010-09-10",1,0,2,2,0,"Black","Black","2","Simple Assault","1","Residential Area","Anti-Black Bias","Adult","No","No"
"1995","Federal",NV,"Nevada","1995-11-25",0,0,1,0,1,"White","White","1","Intimidation","1","Public Property","Anti-White Bias","Both","Yes","Yes"
"2008","Local",CO,"Colorado","2008-04-22",1,0,1,1,0,"Asian","Asian","1","Simple Assault","1","Residential Area","Anti-Asian Bias","Adult","Yes","Yes"
"2015","Local",HI,"Hawaii","2015-08-01",0,1,1,0,1,"Hispanic","Hispanic","1","Intimidation","1","Public Property","Anti-Hispanic Bias","Juvenile","No","No"
"1992","State",UT,"Utah","1992-01-15",1,0,2,1,1,"Black","Black","2","Simple Assault","1","Residential Area","Anti-Black Bias","Both","No","No"
"2000","Federal",DE,"Delaware","2000-03-25",0,0,1,0,1,"White","White","1","Intimidation","1","Public Property","Anti-White Bias","Both","Yes","Yes"
"2009","Local",OR,"Oregon","2009-10-15",1,0,1,1,0,"Other","Other","1","Vandalism","1","Public Property","Anti-Other Bias","Adult","Yes","Yes"
"2011","State",IA,"Iowa","2011-02-10",0,1,1,0,1,"Asian","Asian","1","Intimidation","1","Public Property","Anti-Asian Bias","Juvenile","No","No"
"1999","Local",TN,"Tennessee","1999-08-20",1,0,1,1,0,"White","White","1","Simple Assault","1","Residential Area","Anti-White Bias","Adult","Yes","Yes"
"2013","Federal",ND,"North Dakota","2013-05-15",0,0,1,0,1,"Black","Black","1","Intimidation","1","Public Property","Anti-Black Bias","Both","Yes","Yes"
"1997","Local",WY,"Wyoming","1997-11-25",1,0,1,1,0,"Asian","Asian","1","Vandalism","1","Public Property","Anti-Asian Bias","Adult","Yes","Yes"
"2003","Federal",RI,"Rhode Island","2003-02-18",0,1,1,0,1,"Hispanic","Hispanic","1","Intimidation","1","Public Property","Anti-Hispanic Bias","Juvenile","No","No"
"2014","Local",GA,"Georgia","2014-06-10",0,1,1,0,1,"White","White","1","Simple Assault","1","Public Property","Anti-White Bias","Juvenile","No","No"
"1991","State",ME,"Maine","1991-04-15",1,0,2,1,1,"Black","Black","2","Simple Assault","1","Residential Area","Anti-Black Bias","Both","No","No"
"2007","Local",WA,"Washington","2007-03-01",0,1,1,0,1,"Other","Other","1","Intimidation","1","Public Property","Anti-Other Bias","Juvenile","No","No"
"1998","Federal",CT,"Connecticut","1998-09-25",1,0,1,1,0,"White","White","1","Vandalism","1","Public Property","Anti-White Bias","Adult","Yes","Yes"
"2005","State",IN,"Indiana","2005-01-15",1,0,2,2,0,"Black","Black","2","Simple Assault","1","Residential Area","Anti-Black Bias","Adult","No","No"
"2002","Local",SD,"South Dakota","2002-08-20",0,1,1,0,1,"Asian","Asian","1","Intimidation","1","Public Property","Anti-Asian Bias","Juvenile","No","No"
"2013","Federal",NE,"Nebraska","2013-04-15",1,0,1,1,0,"Hispanic","Hispanic","1","Vandalism","1","Public Property","Anti-Hispanic Bias","Adult","Yes","Yes"
"1996","Local",ID,"Idaho","1996-02-25",0,0,1,0,1,"White","White","1","Intimidation","1","Public Property","Anti-White Bias","Both","Yes","Yes"
"2004","Local",LA,"Louisiana","2004-11-15",1,0,1,1,0,"Black","Black","1","Simple Assault","1","Residential Area","Anti-Black Bias","Adult","Yes","Yes"
"1","1993","State Police","NY","New York","1993-02-14","1","0","2","1","1","White","Hispanic","2","Anti-LGBT Hate Crime","2","Bronx","Sexual Orientation","Male","Yes","Yes"
"2","1995","Sheriffs Department","CA","California","1995-08-09","0","1","1","1","0","Black","Non-Hispanic","1","Anti-Religious Hate Crime","1","Los Angeles","Religion","Female","No","No"
"3","1992","County Police","TX","Texas","1992-04-18","2","0","3","2","1","Hispanic","Yes","2","Anti-Racial Hate Crime","2","Houston","Race","Male","Yes","Yes"
"4","1994","City Police","FL","Florida","1994-11-25","1","0","1","1","0","White","Non-Hispanic","1","Anti-Disability Hate Crime","1","Miami","Disability","Male","No","No"
"5","1991","State Police","GA","Georgia","1991-09-03","0","1","2","1","1","Black","Non-Hispanic","1","Anti-Sexual Orientation Hate Crime","1","Atlanta","Sexual Orientation","Female","Yes","Yes"
"6","1996","County Police","IL","Illinois","1996-03-25","1","0","1","1","0","Hispanic","Yes","1","Anti-Religious Hate Crime","1","Chicago","Religion","Male","No","No"
"7","1997","City Police","NJ","New Jersey","1997-01-10","2","0","2","2","0","White","Non-Hispanic","2","Anti-Racial Hate Crime","2","Newark","Race","Male","Yes","Yes"
"8","1998","Sheriffs Department","MA","Massachusetts","1998-06-05","0","1","1","1","0","Black","Non-Hispanic","1","Anti-Sexual Orientation Hate Crime","1","Boston","Sexual Orientation","Female","No","No"
"9","1999","State Police","PA","Pennsylvania","1999-10-17","1","0","1","1","0","Hispanic","Yes","1","Anti-Racial Hate Crime","1","Philadelphia","Race","Male","No","No"
"10","2000","County Police","OH","Ohio","2000-04-22","2","0","2","2","0","White","Non-Hispanic","2","Anti-Disability Hate Crime","2","Columbus","Disability","Male","Yes","Yes"
"11","2001","City Police","MI","Michigan","2001-09-20","1","0","1","1","0","Black","Non-Hispanic","1","Anti-Religious Hate Crime","1","Detroit","Religion","Male","No","No"
"12","2002","Sheriffs Department","TN","Tennessee","2002-02-14","0","1","2","1","1","Hispanic","Yes","1","Anti-Sexual Orientation Hate Crime","1","Nashville","Sexual Orientation","Female","Yes","Yes"
"13","2003","State Police","NC","North Carolina","2003-05-18","2","0","2","2","0","White","Non-Hispanic","2","Anti-Racial Hate Crime","2","Raleigh","Race","Male","Yes","Yes"
"14","2004","County Police","SC","South Carolina","2004-11-25","1","0","1","1","0","Black","Non-Hispanic","1","Anti-Disability Hate Crime","1","Columbia","Disability","Male","No","No"
"15","2005","City Police","KY","Kentucky","2005-08-09","0","1","1","1","0","Hispanic","Yes","1","Anti-Religious Hate Crime","1","Lexington","Religion","Female","No","No"
"16","2006","Sheriffs Department","WI","Wisconsin","2006-04-18","2","0","2","2","0","White","Non-Hispanic","2","Anti-Sexual Orientation Hate Crime","2","Madison","Sexual Orientation","Male","Yes","Yes"
"17","2007","State Police","AR","Arkansas","2007-09-03","1","0","1","1","0","Black","Non-Hispanic","1","Anti-Racial Hate Crime","1","Little Rock","Race","Male","No","No"
"18","2008","County Police","LA","Louisiana","2008-03-25","0","1","2","1","1","Hispanic","Yes","1","Anti-Disability Hate Crime","1","New Orleans","Disability","Female","Yes","Yes"
"19","2009","City Police","IN","Indiana","2009-01-10","2","0","2","2","0","White","Non-Hispanic","2","Anti-Religious Hate Crime","2","Indianapolis","Religion","Male","Yes","Yes"
"20","2010","Sheriffs Department","MS","Mississippi","2010-06-05","1","0","1","1","0","Black","Non-Hispanic","1","Anti-Sexual Orientation Hate Crime","1","Jackson","Sexual Orientation","Male","No","No"
"21","2011","State Police","IA","Iowa","2011-10-17","0","1","1","1","0","Hispanic","Yes","1","Anti-Racial Hate Crime","1","Des Moines","Race","Female","No","No"
"22","2012","County Police","VT","Vermont","2012-04-22","2","0","2","2","0","White","Non-Hispanic","2","Anti-Disability Hate Crime","2","Montpelier","Disability","Male","Yes","Yes"
"23","2013","City Police","WV","West Virginia","2013-09-20","1","0","1","1","0","Black","Non-Hispanic","1","Anti-Religious Hate Crime","1","Charleston","Religion","Male","No","No"
"24","2014","Sheriffs Department","NV","Nevada","2014-02-14","0","1","2","1","1","Hispanic","Yes","1","Anti-Sexual Orientation Hate Crime","1","Las Vegas","Sexual Orientation","Female","Yes","Yes"
"25","1992","County Police","OK","Oklahoma","1992-04-18","2","0","3","2","1","White","Non-Hispanic","2","Anti-Racial Hate Crime","2","Oklahoma City","Race","Male","Yes","Yes"
"26","1995","City Police","DE","Delaware","1995-08-09","0","1","1","1","0","Black","Non-Hispanic","1","Anti-Disability Hate Crime","1","Wilmington","Disability","Female","No","No"
"27","1996","Sheriffs Department","MO","Missouri","1996-03-25","1","0","1","1","0","Hispanic","Yes","1","Anti-Religious Hate Crime","1","Kansas City","Religion","Male","No","No"
"28","1997","State Police","AZ","Arizona","1997-01-10","2","0","2","2","0","White","Non-Hispanic","2","Anti-Sexual Orientation Hate Crime","2","Phoenix","Sexual Orientation","Male","Yes","Yes"
"29","1998","County Police","CT","Connecticut","1998-06-05","0","1","1","1","0","Black","Non-Hispanic","1","Anti-Racial Hate Crime","1","Hartford","Race","Female","No","No"
"30","1999","City Police","OR","Oregon","1999-10-17","1","0","1","1","0","Hispanic","Yes","1","Anti-Disability Hate Crime","1","Portland","Disability","Male","No","No"
"31","2000","Sheriffs Department","UT","Utah","2000-04-22","2","0","2","2","0","White","Non-Hispanic","2","Anti-Religious Hate Crime","2","Salt Lake City","Religion","Male","Yes","Yes"
"32","2001","State Police","ME","Maine","2001-09-20","0","1","1","1","0","Black","Non-Hispanic","1","Anti-Sexual Orientation Hate Crime","1","Augusta","Sexual Orientation","Female","No","No"
"33","2002","County Police","NE","Nebraska","2002-02-14","1","0","1","1","0","Hispanic","Yes","1","Anti-Racial Hate Crime","1","Omaha","Race","Male","No","No"
"34","2003","City Police","HI","Hawaii","2003-05-18","2","0","2","2","0","White","Non-Hispanic","2","Anti-Disability Hate Crime","2","Honolulu","Disability","Male","Yes","Yes"
"35","2004","Sheriffs Department","AK","Alaska","2004-11-25","0","1","2","1","1","Black","Non-Hispanic","1","Anti-Religious Hate Crime","1","Anchorage","Religion","Female","Yes","Yes"
